"operator","technology","download","speed_kbps","signal_strength","lsa"
"JIO","4G","download","31290","-70","Haryana"
"CELLONE","4G","upload","4484","-96","Andhra Pradesh"
"AIRTEL","4G","download","26298","-88","Chennai"
"JIO","4G","download","4368","-82","Punjab"
"JIO","4G","download","6426","-109","Haryana"
"JIO","4G","download","454","-88","Haryana"
"AIRTEL","4G","upload","3280","-105","Haryana"
"AIRTEL","4G","upload","828","na","Kerala"
"AIRTEL","4G","upload","1403","-89","Rajasthan"
"JIO","4G","upload","571","-94","Haryana"
"AIRTEL","4G","upload","373","-106","Haryana"
"JIO","4G","upload","475","-94","Kolkata"
"AIRTEL","4G","upload","77","-103","Chennai"
"JIO","4G","download","1743","-106","Orissa"
"JIO","4G","download","25362","-85","Haryana"
"JIO","4G","download","4627","-99","Haryana"
"AIRTEL","4G","download","12648","-105","Haryana"
"AIRTEL","4G","upload","2333","-99","Haryana"
"AIRTEL","4G","download","9340","-108","Haryana"
"JIO","4G","download","19553","-91","Tamil Nadu"
"AIRTEL","4G","upload","1176","-103","Haryana"
"JIO","4G","upload","77","-111","Haryana"
"AIRTEL","4G","upload","5746","-92","Haryana"
"AIRTEL","4G","upload","16116","-90","Haryana"
"AIRTEL","4G","download","2036","-92","Haryana"
"JIO","4G","download","14795","-95","Haryana"
"JIO","4G","upload","1271","-109","Tamil Nadu"
"AIRTEL","4G","download","601","-102","Haryana"
"JIO","4G","upload","4401","-100","Haryana"
"AIRTEL","4G","download","16584","-100","Madhya Pradesh"
"AIRTEL","4G","upload","137","-98","Haryana"
"JIO","4G","upload","114","-101","Haryana"
"JIO","4G","download","15092","-91","Haryana"
"JIO","4G","download","4988","-86","Haryana"
"AIRTEL","4G","download","5230","-103","Haryana"
"AIRTEL","4G","download","99","-83","Haryana"
"AIRTEL","4G","download","3003","-85","Haryana"
"JIO","4G","upload","46","-92","Haryana"
"JIO","4G","upload","7654","-63","Haryana"
"JIO","4G","upload","564","-62","Haryana"
"AIRTEL","4G","download","15253","-70","Haryana"
"AIRTEL","4G","download","5490","-85","Haryana"
"AIRTEL","4G","upload","381","-103","Haryana"
"AIRTEL","4G","upload","328","-104","Haryana"
"AIRTEL","4G","upload","1264","-98","Haryana"
"AIRTEL","4G","download","15957","-61","Haryana"
"AIRTEL","4G","download","3287","-81","Haryana"
"JIO","4G","upload","116","-96","Haryana"
"Vi India","4G","download","16423","-86","Maharashtra"
"AIRTEL","4G","download","917","-80","Haryana"
"JIO","4G","upload","919","-97","Haryana"
"AIRTEL","4G","download","19256","-85","Haryana"
"AIRTEL","4G","upload","2517","-96","UP East"
"Vi India","4G","download","5377","-105","Maharashtra"
"AIRTEL","4G","upload","21167","-79","Jammu & Kashmir"
"JIO","4G","download","4572","-58","Haryana"
"AIRTEL","4G","upload","592","na","UP East"
"AIRTEL","4G","download","4232","-107","Karnataka"
"JIO","4G","download","11862","-98","Haryana"
"AIRTEL","4G","download","991","-105","Haryana"
"JIO","4G","upload","2029","-92","Haryana"
"JIO","4G","upload","1168","-87","Haryana"
"JIO","4G","upload","3573","-102","Haryana"
"AIRTEL","4G","download","2368","-98","Haryana"
"JIO","4G","upload","681","-106","UP West"
"JIO","4G","download","32736","-86","Gujarat"
"AIRTEL","4G","download","1174","-105","North East"
"JIO","4G","upload","372","na","Gujarat"
"AIRTEL","4G","download","11701","-102","Haryana"
"JIO","4G","download","13138","-73","Haryana"
"JIO","4G","download","7827","-105","Tamil Nadu"
"JIO","4G","download","20512","-101","Tamil Nadu"
"JIO","4G","download","46214","-90","Gujarat"
"JIO","4G","upload","5138","-90","Gujarat"
"JIO","4G","download","84052","-90","Tamil Nadu"
"JIO","4G","upload","6627","na","Haryana"
"JIO","4G","download","4759","-78","Haryana"
"JIO","4G","download","57712","-90","Rajasthan"
"JIO","4G","upload","1659","-98","Haryana"
"AIRTEL","4G","download","90507","-79","Rajasthan"
"JIO","4G","upload","9386","-63","UP East"
"JIO","4G","download","43647","-90","UP East"
"JIO","4G","upload","2937","-68","Bihar"
"AIRTEL","4G","upload","883","-82","Haryana"
"JIO","4G","upload","18086","-85","Haryana"
"AIRTEL","4G","download","18295","-80","Haryana"
"JIO","4G","upload","3266","-86","Haryana"
"JIO","4G","upload","745","na","Haryana"
"JIO","4G","download","44100","-63","UP East"
"AIRTEL","4G","download","23100","-88","Haryana"
"JIO","4G","upload","563","-75","Haryana"
"AIRTEL","4G","upload","298","na","Maharashtra"
"JIO","4G","upload","3911","-104","UP East"
"JIO","4G","download","11193","-93","Haryana"
"AIRTEL","4G","download","42999","-81","Haryana"
"AIRTEL","4G","download","28533","-101","Haryana"
"JIO","4G","upload","15633","-108","Kerala"
"JIO","4G","download","10796","-92","Haryana"
"JIO","4G","download","17066","-100","Haryana"
"JIO","4G","upload","5320","-77","Haryana"
"JIO","4G","download","84422","-90","Tamil Nadu"
"AIRTEL","4G","download","11112","-105","Punjab"
"JIO","4G","download","84020","-90","Tamil Nadu"
"JIO","4G","download","84061","-90","Tamil Nadu"
"AIRTEL","4G","upload","834","-99","Haryana"
"JIO","4G","upload","9983","-90","Rajasthan"
"AIRTEL","4G","upload","5909","-89","Madhya Pradesh"
"AIRTEL","4G","download","9043","-89","Haryana"
"AIRTEL","4G","download","1256","na","Haryana"
"AIRTEL","4G","download","3735","-107","Karnataka"
"JIO","4G","download","63091","-90","Rajasthan"
"JIO","4G","upload","608","-99","Haryana"
"JIO","4G","download","4474","-96","Gujarat"
"AIRTEL","4G","upload","9402","-81","Haryana"
"JIO","4G","upload","8954","-90","Rajasthan"
"JIO","4G","upload","4153","-105","Maharashtra"
"AIRTEL","4G","upload","604","-108","Haryana"
"AIRTEL","4G","download","11575","-82","Haryana"
"AIRTEL","4G","download","4304","-83","Haryana"
"JIO","4G","upload","4882","-90","Bihar"
"JIO","4G","upload","7826","-90","Rajasthan"
"JIO","4G","download","2777","-95","Delhi"
"JIO","4G","download","48503","-90","Rajasthan"
"Vi India","4G","upload","1016","na","Maharashtra"
"JIO","4G","upload","7636","-90","Rajasthan"
"JIO","4G","download","2831","-95","Haryana"
"JIO","4G","upload","9363","-90","Tamil Nadu"
"AIRTEL","4G","download","11654","-90","Haryana"
"AIRTEL","4G","download","14586","-81","Punjab"
"AIRTEL","4G","download","11476","-99","Haryana"
"JIO","4G","upload","22460","-59","Haryana"
"JIO","4G","upload","15526","-93","Karnataka"
"AIRTEL","4G","upload","1491","-100","Haryana"
"JIO","4G","upload","3024","-90","Karnataka"
"JIO","4G","download","1712","na","Rajasthan"
"JIO","4G","upload","3181","-89","Haryana"
"JIO","4G","download","43892","-90","Gujarat"
"JIO","4G","upload","9534","-90","Tamil Nadu"
"AIRTEL","4G","upload","201","-101","Haryana"
"AIRTEL","4G","upload","203","-104","Haryana"
"AIRTEL","4G","upload","2268","-89","Haryana"
"JIO","4G","upload","1038","-80","Haryana"
"AIRTEL","4G","upload","2193","-86","Haryana"
"AIRTEL","4G","upload","11548","-96","Haryana"
"JIO","4G","download","84349","-90","Tamil Nadu"
"JIO","4G","download","5522","-78","Haryana"
"AIRTEL","4G","upload","7478","-98","Haryana"
"JIO","4G","upload","1441","-104","Haryana"
"JIO","4G","upload","5662","-90","Karnataka"
"AIRTEL","4G","upload","510","-100","Haryana"
"JIO","4G","download","61949","-100","Tamil Nadu"
"JIO","4G","download","2740","-102","Haryana"
"AIRTEL","4G","download","23679","-96","UP East"
"JIO","4G","download","84629","-90","Rajasthan"
"JIO","4G","upload","1568","-105","Kolkata"
"AIRTEL","4G","download","15805","-87","Haryana"
"JIO","4G","upload","16304","-71","Haryana"
"JIO","4G","download","11522","-103","Haryana"
"JIO","4G","download","82394","-90","Tamil Nadu"
"JIO","4G","download","71654","-90","Kolkata"
"JIO","4G","upload","4342","-90","Kolkata"
"JIO","4G","upload","9091","-65","UP East"
"AIRTEL","4G","download","13569","-98","Haryana"
"JIO","4G","upload","7761","-90","Rajasthan"
"JIO","4G","upload","9844","-90","Rajasthan"
"AIRTEL","4G","upload","19994","-92","Haryana"
"JIO","4G","upload","5052","-90","Karnataka"
"AIRTEL","4G","download","12139","-106","Haryana"
"JIO","4G","download","43586","-64","UP East"
"AIRTEL","4G","upload","435","-101","Haryana"
"JIO","4G","upload","724","-87","Haryana"
"JIO","4G","download","23570","-97","Haryana"
"JIO","4G","upload","481","-111","Haryana"
"JIO","4G","upload","22335","-56","Haryana"
"AIRTEL","4G","upload","4627","-90","Haryana"
"AIRTEL","4G","download","12771","-85","Haryana"
"AIRTEL","4G","download","41221","-92","Karnataka"
"AIRTEL","4G","download","27246","-99","Haryana"
"JIO","4G","download","83410","-80","Karnataka"
"JIO","4G","upload","3790","-76","Andhra Pradesh"
"JIO","4G","upload","9290","-90","Gujarat"
"JIO","4G","download","68804","-90","Kolkata"
"JIO","4G","upload","2197","-90","Kolkata"
"JIO","4G","download","82680","-90","Rajasthan"
"JIO","4G","download","84673","-90","Rajasthan"
"JIO","4G","download","37070","-66","Haryana"
"JIO","4G","upload","5215","-98","Kerala"
"JIO","4G","download","24977","-62","Haryana"
"JIO","4G","download","502","-107","Haryana"
"JIO","4G","download","23659","-89","Punjab"
"JIO","4G","upload","1710","-101","Delhi"
"JIO","4G","download","41679","-90","Karnataka"
"JIO","4G","download","1419","na","Gujarat"
"JIO","4G","download","84317","-90","Rajasthan"
"JIO","4G","download","63057","-90","Kolkata"
"JIO","4G","download","2614","-109","Kolkata"
"AIRTEL","4G","upload","2210","-108","Tamil Nadu"
"JIO","4G","download","62823","-90","Rajasthan"
"AIRTEL","4G","download","30669","-75","Haryana"
"JIO","4G","download","9516","-93","Delhi"
"JIO","4G","download","1386","-106","West Bengal"
"AIRTEL","4G","upload","199","-100","Haryana"
"Vi India","4G","download","5394","-98","Maharashtra"
"AIRTEL","4G","download","7698","-108","Haryana"
"JIO","4G","download","10292","-92","Orissa"
"AIRTEL","4G","download","18126","-107","Haryana"
"JIO","4G","upload","997","-98","Haryana"
"AIRTEL","4G","download","10957","-95","Haryana"
"JIO","4G","upload","181","-109","Haryana"
"JIO","4G","download","7295","-84","Haryana"
"JIO","4G","upload","97","-106","West Bengal"
"AIRTEL","4G","download","27894","-84","Haryana"
"AIRTEL","4G","download","8609","-88","Delhi"
"JIO","4G","upload","3783","-90","Kolkata"
"AIRTEL","4G","download","10342","-99","Haryana"
"AIRTEL","4G","download","7585","-84","Haryana"
"JIO","4G","upload","7644","-90","Rajasthan"
"JIO","4G","download","84787","-90","Tamil Nadu"
"JIO","4G","upload","10616","-90","Tamil Nadu"
"JIO","4G","download","33629","-50","Haryana"
"JIO","4G","upload","3010","-90","Kolkata"
"AIRTEL","4G","upload","18023","-102","Haryana"
"AIRTEL","4G","upload","7011","-92","Haryana"
"AIRTEL","4G","download","9331","-85","Haryana"
"JIO","4G","download","17588","-99","Haryana"
"JIO","4G","upload","7475","-90","Tamil Nadu"
"AIRTEL","4G","download","5707","-105","Haryana"
"JIO","4G","download","19756","-86","Haryana"
"AIRTEL","4G","upload","140","-112","Haryana"
"JIO","4G","upload","6814","-90","Kolkata"
"AIRTEL","4G","upload","8322","-73","Rajasthan"
"AIRTEL","4G","upload","3096","-100","UP West"
"JIO","4G","download","14273","-110","Kerala"
"JIO","4G","download","28646","-90","Karnataka"
"JIO","4G","download","45190","-90","Karnataka"
"JIO","4G","upload","85","na","Bihar"
"AIRTEL","4G","download","9936","-98","Haryana"
"JIO","4G","download","3594","-59","Haryana"
"AIRTEL","4G","download","1788","-103","Haryana"
"AIRTEL","4G","download","9652","-100","Haryana"
"JIO","4G","upload","5384","-90","Kolkata"
"JIO","4G","download","61850","-90","Kolkata"
"JIO","4G","upload","9363","-64","UP East"
"JIO","4G","download","1495","-86","Haryana"
"JIO","4G","download","32847","-105","Andhra Pradesh"
"JIO","4G","download","16400","-71","Haryana"
"JIO","4G","download","84508","-90","Rajasthan"
"JIO","4G","download","84643","-90","Tamil Nadu"
"JIO","4G","upload","7909","-90","Tamil Nadu"
"JIO","4G","upload","9233","-90","Tamil Nadu"
"JIO","4G","download","83590","-90","Tamil Nadu"
"JIO","4G","download","63734","-90","Rajasthan"
"JIO","4G","download","65263","-90","Tamil Nadu"
"JIO","4G","download","65795","-90","UP East"
"AIRTEL","4G","upload","855","-101","Haryana"
"JIO","4G","download","25392","-85","Haryana"
"JIO","4G","upload","1200","-95","Karnataka"
"AIRTEL","4G","upload","23013","-81","Haryana"
"AIRTEL","4G","download","5623","-106","Haryana"
"JIO","4G","download","43399","-90","UP East"
"JIO","4G","upload","1640","-95","Haryana"
"JIO","4G","upload","6188","-90","Kolkata"
"JIO","4G","upload","156","-94","Haryana"
"AIRTEL","4G","download","8023","-100","Haryana"
"AIRTEL","4G","upload","590","-110","Haryana"
"AIRTEL","4G","download","18365","-86","Tamil Nadu"
"JIO","4G","upload","193","-81","Haryana"
"JIO","4G","upload","123","-88","Haryana"
"AIRTEL","4G","upload","2715","-99","Haryana"
"AIRTEL","4G","upload","10365","-76","Haryana"
"Vi India","4G","download","6449","-94","Kerala"
"JIO","4G","upload","7740","-90","UP East"
"JIO","4G","upload","328","-103","Haryana"
"AIRTEL","4G","upload","202","na","Haryana"
"JIO","4G","download","1593","-101","Haryana"
"JIO","4G","download","4856","-87","Haryana"
"JIO","4G","download","3857","-82","Haryana"
"JIO","4G","download","73647","-90","Kolkata"
"JIO","4G","download","76771","-90","Kolkata"
"JIO","4G","upload","2242","-96","Haryana"
"JIO","4G","upload","180","-105","Haryana"
"JIO","4G","download","27199","-83","Haryana"
"AIRTEL","4G","download","854","-104","Haryana"
"JIO","4G","upload","1344","-91","Haryana"
"AIRTEL","4G","download","2801","na","Haryana"
"AIRTEL","4G","upload","4101","-103","Haryana"
"Vi India","4G","download","2828","-86","Maharashtra"
"AIRTEL","4G","upload","261","-91","UP East"
"AIRTEL","4G","download","7766","-82","Haryana"
"AIRTEL","4G","upload","812","-106","Bihar"
"AIRTEL","4G","upload","109","-96","Haryana"
"AIRTEL","4G","upload","23753","-79","Haryana"
"AIRTEL","4G","upload","1844","-93","Maharashtra"
"AIRTEL","4G","download","37006","-85","Haryana"
"JIO","4G","download","25144","-81","Kerala"
"JIO","4G","download","25148","-95","Haryana"
"AIRTEL","4G","upload","271","-107","Haryana"
"JIO","4G","download","555","-99","Haryana"
"AIRTEL","4G","download","15813","-73","Haryana"
"JIO","4G","download","29007","-90","Haryana"
"JIO","4G","upload","15056","-95","Haryana"
"AIRTEL","4G","upload","27090","-92","Rajasthan"
"JIO","4G","upload","166","-80","Haryana"
"AIRTEL","4G","upload","10779","-105","Haryana"
"JIO","4G","download","42753","-83","Haryana"
"JIO","4G","download","5932","na","UP East"
"JIO","4G","download","16779","-105","Punjab"
"AIRTEL","4G","download","23088","-111","Haryana"
"JIO","4G","upload","20533","-90","Haryana"
"JIO","4G","upload","30580","-87","Haryana"
"JIO","4G","download","34874","-93","Haryana"
"JIO","4G","upload","10155","-95","Haryana"
"JIO","4G","download","3352","na","Kerala"
"AIRTEL","4G","download","66102","-89","Delhi"
"AIRTEL","4G","upload","387","-65","Haryana"
"JIO","4G","download","9513","-107","Kerala"
"AIRTEL","4G","upload","293","na","Madhya Pradesh"
"JIO","4G","download","7230","na","Assam"
"JIO","4G","download","42508","-96","Haryana"
"AIRTEL","4G","upload","4338","-102","Haryana"
"AIRTEL","4G","upload","46857","-74","Haryana"
"JIO","4G","upload","12509","-101","Gujarat"
"AIRTEL","4G","download","64923","-99","Punjab"
"JIO","4G","download","6529","-100","Kerala"
"AIRTEL","4G","upload","27949","-93","Haryana"
"AIRTEL","4G","download","30386","-95","Maharashtra"
"AIRTEL","4G","download","37124","-106","Chennai"
"JIO","4G","download","30308","-107","Haryana"
"JIO","4G","download","493","-110","Haryana"
"JIO","4G","download","14682","-84","Haryana"
"JIO","4G","upload","2621","-90","Haryana"
"JIO","4G","download","38774","-69","Haryana"
"JIO","4G","download","10314","-102","Haryana"
"AIRTEL","4G","upload","7600","-104","Haryana"
"Vi India","3G","upload","1884","-83","UP East"
"AIRTEL","4G","upload","2157","-99","Haryana"
"JIO","4G","download","19371","-108","Maharashtra"
"Vi India","4G","upload","5868","-94","Delhi"
"JIO","4G","upload","17976","-79","Tamil Nadu"
"AIRTEL","4G","upload","1062","-111","Haryana"
"AIRTEL","4G","upload","31042","-81","Haryana"
"JIO","4G","download","18086","-88","Haryana"
"AIRTEL","4G","upload","287","-106","Haryana"
"JIO","4G","upload","8764","-71","Andhra Pradesh"
"JIO","4G","download","4469","-104","Haryana"
"AIRTEL","4G","upload","5225","-95","Haryana"
"JIO","4G","download","38591","-90","Karnataka"
"AIRTEL","4G","upload","2946","-101","Tamil Nadu"
"AIRTEL","4G","download","4734","-101","Haryana"
"AIRTEL","4G","upload","998","-98","Chennai"
"AIRTEL","4G","upload","310","-86","Haryana"
"JIO","4G","download","1049","-110","Haryana"
"AIRTEL","4G","download","14305","-90","Haryana"
"JIO","4G","download","404","-100","Haryana"
"AIRTEL","4G","upload","6087","-101","Haryana"
"AIRTEL","4G","upload","20926","-94","Haryana"
"AIRTEL","4G","upload","474","-81","Haryana"
"AIRTEL","4G","download","19728","-76","Haryana"
"JIO","4G","upload","1367","-91","UP East"
"AIRTEL","4G","upload","1767","-105","Haryana"
"JIO","4G","download","1273","-96","Haryana"
"Vi India","4G","download","13853","-107","Gujarat"
"AIRTEL","4G","upload","2215","-82","Haryana"
"AIRTEL","4G","upload","693","-112","Haryana"
"AIRTEL","4G","upload","5145","-88","Haryana"
"CELLONE","3G","download","8512","-54","Haryana"
"JIO","4G","download","17137","-108","Andhra Pradesh"
"Vi India","4G","download","4875","-97","Maharashtra"
"JIO","4G","upload","151","-92","Haryana"
"AIRTEL","4G","upload","744","-81","Haryana"
"JIO","4G","download","37704","-79","Haryana"
"JIO","4G","download","16850","-107","UP East"
"JIO","4G","upload","28254","-72","Haryana"
"AIRTEL","4G","upload","1640","-101","Haryana"
"JIO","4G","upload","3904","-90","Kolkata"
"JIO","4G","download","85000","-90","UP East"
"JIO","4G","upload","91","-108","Haryana"
"AIRTEL","4G","download","10875","-83","UP East"
"JIO","4G","upload","8926","-90","Rajasthan"
"JIO","4G","download","85954","-90","UP East"
"JIO","4G","download","66897","na","Maharashtra"
"JIO","4G","download","85326","-90","UP East"
"JIO","4G","upload","9582","-90","Rajasthan"
"JIO","4G","download","86452","-90","UP East"
"JIO","4G","upload","530","-73","Haryana"
"JIO","4G","upload","977","-106","Haryana"
"JIO","4G","download","85118","-90","Rajasthan"
"AIRTEL","4G","upload","2341","-104","Haryana"
"JIO","4G","upload","61","na","Haryana"
"JIO","4G","download","26063","-98","Tamil Nadu"
"JIO","4G","download","57842","-90","Rajasthan"
"AIRTEL","4G","upload","27938","-84","Haryana"
